ina	6190
gd	3949
huunde	2847
mum	2743
he	2604
haa	2191
no	2091
noon	1995
gm	1967
ngol	1935
ndee	1830
mo	1766
nde	1743
ngal	1737
neɗɗo	1666
innde	1531
goɗɗo	1498
so	1497
ɓe	1495
ɗee	1438
oo	1377
wonde	1363
ɗum	1341
table	1326
mbaydi	1317
to	1308
en	1253
woni	1220
mi	1184
nder	1079
dow	1064
leydi	1058
maa	1043
ɗo	1043
wiyiree	1028
ɗii	905
kala	887
heen	879
keewal	817
makko	780
ena	779
ngam	765
gmj	765
ngel	764
kadi	743
knob	735
kono	711
fof	701
ndi	686
wiyee	676
tawa	676
ndiyam	675
yimɓe	672
nokku	665
min	652
ndii	647
sabu	625
ngonka	617
caggal	586
tan	586
FALSE	544
maɓɓe	512
walla	510
waɗde	510
hakkunde	509
fedde	504
nguu	503
pulaar	498
alaa	497
ngoo	493
ɓee	485
waɗi	481
hannde	472
men	471
tawi	454
generator	450
ɗe	445
geɗe	443
gootel	442
laamu	441
wonaa	440
golle	436
hay	436
hitaande	432
am	428
ana	422
hono	416
sanne	412
ɓanndu	401
hol	399
ɗiɗi	395
debbo	390
wayi	382
hoyre	378
wow	374
nduu	364
ngonaaka	354
ɗemngal	351
ɗoo	344
ɓuri	343
ɗi	340
lewru	336
haala	336
pulaagu	334
ɗoon	334
jooni	333
newuyaaji	332
seeɗa	331
gooto	328
lesdi	327
oon	317
gila	315
yoo	314
de	313
ley	311
soowiree	310
ñalnde	307
waɗa	306
goɗɗum	305
lekki	304
wayino	303
kaa	303
ƴettude	299
com	296
yo	296
duuɓi	292
ma	292
wuro	290
wona	288
ɗuum	283
laawol	279
ndeen	279
galle	278
les	278
huutoraade	275
ngu	272
lfo	270
mix	270
yr	269
tawii	268
wiyde	262
iwdi	262
senegaal	259
ɗen	258
ɗimmol	255
farayse	252
alla	252
tati	245
jannginoowo	244
koŋngol	242
kullel	241
gollal	240
gorko	239
miɗo	239
baaba	235
fulɓe	234
omo	233
waawi	230
yahde	226
ka	224
konngol	223
sappo	223
toon	223
ɗaa	222
bannge	221
heewi	221
mawɗo	218
afrik	217
leyɗeele	216
hunuko	215
laana	215
gite	215
wonnoo	214
suudu	213
on	212
wiyi	209
huɗo	208
koo	208
sukaaɓe	207
kii	207
nii	206
juuɗe	205
politik	203
daande	203
sahaa	200
jeyaa	196
duu	195
ne	194
rewrude	193
yeeso	192
hakkille	191
junngo	191
doole	189
mbele	186
faa	185
fuu	185
mawnde	184
reedu	182
janngoowo	181
period	180
ittude	180
noise	180
slow	180
gawri	177
leggal	172
maayo	172
kulle	168
koyɗe	168
arab	168
eɗen	167
leñol	166
ekn	166
won	166
tuma	163
foti	163
ɗam	163
wadda	162
kuutorgal	161
wakkati	161
jamma	159
ndu	158
ngo	157
eɓe	157
aɗa	156
hoore	155
jogii	154
go	153
hoyreejo	152
haalde	152
keewɗe	152
henndu	151
arde	151
settingsa	150
settingsb	150
settingsc	150
yiɗde	150
renndo	148
ceerno	148
heewɓe	148
ɓiɓɓe	148
jawdi	147
noone	146
lekɗe	146
allah	143
amen	142
fayde	141
kikiiɗe	140
du	140
hooreejo	138
ɓernde	138
heewde	137
hade	137
joyi	137
kam	137
nih	137
leɗɗe	136
goonga	135
kosam	135
mu	133
mumen	132
kañum	132
ladde	131
fayi	130
feewi	129
ngoni	128
caɗeele	127
waasde	127
conndi	127
teelal	127
miijo	127
jam	127
naange	125
lt	125
gonɗo	124
app	123
jogaade	120
keewɗi	120
fuuta	120
muritani	119
sara	119
fulfulde	118
ñamri	118
nayi	118
rafi	116
banndiraaɓe	114
cappanɗe	114
teewu	114
waɗee	114
yiɗi	114
nguurndam	113
joono	113
miin	113
tokosel	112
capanɗe	112
darnde	112
kanko	112
heɓi	112
pt	112
koyngal	111
rewɓe	110
mbayka	109
edda	109
nguru	108
ɓurti	108
le	108
ñalawma	107
mbiyi	107
ñande	107
adii	107
njamndi	106
ndiwri	106
winndannde	103
lefol	103
hare	103
mbiyen	102
mbaawi	102
yi	102
kaalis	101
aduna	100
goomu	100
nagge	99
lowre	99
liɗɗi	99
joom	99
gine	99
terɗe	98
mbi	98
jayngol	97
wonnde	97
koye	97
mammadu	96
keeci	96
holi	96
ɓeen	96
jeegom	95
teeŋti	95
yaltinde	94
teemedde	94
lannda	94
jallo	94
